Cloud_Resource_ID,CPU_Utilization (%),Memory_Utilization (%),Network_Traffic (Mbps),Storage_Usage (GB),Auto-Scaling_Action,Scaling_Reason,Deep_Learning_Model,Model_Training_Time (hours),Model_Accuracy (%),Workload_Response_Time (ms),Auto-Scaling_Effectiveness,Auto-Scaling_Decision,Resource_Allocation (%),Auto-Scaling_Policy,Training_Data_Size (GB),Learning_Rate,Activation_Function,Loss_Function,Epochs_Trained
123,11.16957643,27.26850906,766.6752173,20.36402458,No Action,High Memory Usage,GAN,9.991243192,95.26554125,32.93854035,19.40213116,Scale Up,2.732433316,Reactive,87.73768968,0.005126877,Sigmoid,Cross-Entropy,87
124,97.50194969,53.18868122,82.1652841,943.4077423,No Action,High Network Traffic,RNN,5.385433816,72.75183244,7.035063907,33.37750245,Scale Down,3.969983969,Predictive,69.59944273,0.009206244,ReLU,MSE,50
125,16.63304969,34.921895,939.6695326,206.0516016,Scale Down,High Network Traffic,LSTM,16.59898428,83.34721001,37.53035866,41.84440647,No Action,96.43547594,Reactive,32.29425496,0.005150086,ReLU,MAE,12
126,66.23023061,92.17605156,998.8268547,65.66263807,Scale Down,High CPU Usage,RNN,9.922013025,68.04386872,79.97401782,19.69877623,No Action,99.87680384,Reactive,17.65310287,0.001111446,Tanh,MSE,28
127,4.211019385,71.24039991,988.431631,900.9840446,Scale Down,High Network Traffic,CNN,12.75372953,60.94139544,56.83911364,33.6705469,No Action,78.86612561,Threshold-based,73.50138939,0.005447227,Leaky ReLU,MAE,58
128,84.62879312,97.71753506,279.544725,163.803291,Scale Down,High Memory Usage,GAN,5.756505195,67.1339835,4.111076178,30.1743067,No Action,99.55295613,Reactive,72.03703367,0.008471382,ReLU,MAE,85
129,83.85962914,29.20155712,817.9639571,826.1281179,Scale Up,High CPU Usage,LSTM,13.87365264,86.25776291,61.49404038,18.10741288,No Action,53.41863146,Reactive,74.32049177,0.004219145,Leaky ReLU,MSE,48
130,89.8882264,87.10020104,505.5574779,80.77759383,Scale Up,High Network Traffic,CNN,12.38043921,61.33173916,59.00206204,83.10091505,Scale Up,88.14948335,Threshold-based,15.613788,0.002801061,Sigmoid,MSE,77
131,85.10946658,55.06956412,753.4659361,178.0744651,Scale Up,High Network Traffic,LSTM,14.17407604,50.23762821,37.82579763,18.1922046,No Action,36.68139133,Reactive,4.567024231,0.00547184,Sigmoid,Cross-Entropy,93
132,47.68202354,24.0210296,131.7353072,153.5425652,No Action,High Network Traffic,GAN,9.006427512,99.75577902,86.60210684,95.9369735,Scale Down,53.57881023,Threshold-based,34.54591965,0.003299695,Leaky ReLU,MSE,51
133,13.78513814,89.35951972,731.0177659,813.6435775,No Action,High Memory Usage,CNN,23.63245836,96.29682137,2.557464444,23.58430306,Scale Up,53.17069188,Threshold-based,1.706088196,0.002059286,Sigmoid,MSE,82
134,40.30844887,45.02252888,796.491382,317.2185363,Scale Down,High Memory Usage,CNN,5.929697313,65.14927107,52.80238513,90.08978414,No Action,95.99417701,Threshold-based,66.39283309,0.007789522,ReLU,MAE,3
135,69.83887685,83.18367047,534.5907757,465.9154241,No Action,High CPU Usage,CNN,11.74988598,60.95368974,88.32609254,29.03700792,Scale Down,85.13565818,Threshold-based,96.70989765,0.002790903,ReLU,Cross-Entropy,7
136,18.81575282,55.96547302,749.7835978,421.1513976,Scale Down,High Memory Usage,RNN,15.57313461,94.12718494,30.76152015,20.8895616,Scale Up,15.13197215,Reactive,11.09419676,0.001527206,ReLU,MAE,8
137,99.73649764,59.13568387,362.4882317,863.3911425,Scale Up,High Memory Usage,CNN,18.39264157,64.47449799,93.19550379,69.4044508,No Action,57.21503636,Predictive,87.30916787,0.003617184,Tanh,MAE,38
138,59.9445684,96.04139661,229.6589048,98.47209964,No Action,High Memory Usage,GAN,17.77630832,97.64111395,1.068987052,1.325712584,Scale Down,47.46524178,Predictive,90.64828015,0.002630701,Tanh,MAE,25
139,5.115647,80.18801573,947.9936041,19.46409773,No Action,High Memory Usage,LSTM,23.18653702,50.59531473,76.86903972,57.48193859,Scale Up,65.72406465,Reactive,83.65567369,0.009863451,ReLU,MAE,93
140,75.84650628,28.09931206,757.8098835,916.9439239,Scale Down,High CPU Usage,GAN,21.57861717,78.33323264,53.47331999,81.20783081,Scale Up,93.96428323,Threshold-based,61.65571446,0.008362306,Sigmoid,MAE,66
141,13.95929859,2.584885383,994.4250758,647.0430286,No Action,High CPU Usage,RNN,9.749708063,92.75359054,66.1395069,63.17415011,No Action,43.2180891,Predictive,54.90522359,0.006904594,Tanh,MAE,45
142,18.8207025,44.39468761,93.62632223,929.8364796,No Action,High CPU Usage,CNN,21.38026262,95.4567379,7.111516327,95.62374833,Scale Up,65.22986654,Threshold-based,29.45393805,0.002189089,Tanh,Cross-Entropy,79
143,59.1087998,41.38322158,895.5024007,730.9675335,Scale Up,High CPU Usage,CNN,23.87102496,65.0515745,89.53278309,65.45269374,No Action,73.63105951,Threshold-based,55.5682555,0.00500877,Leaky ReLU,Cross-Entropy,36
144,19.54582032,29.65287157,121.0853017,586.3546684,Scale Up,High Network Traffic,CNN,12.91661474,51.78245502,47.64046995,93.05593027,Scale Up,2.258025286,Reactive,33.24802277,0.006249766,Leaky ReLU,MAE,94
145,64.34291207,81.60761466,227.0092687,205.6080748,No Action,High Network Traffic,GAN,22.25358503,97.98673689,39.97177811,61.98764185,Scale Down,12.19753046,Predictive,18.92481365,0.001056591,Sigmoid,MSE,98
146,48.1103374,6.769287212,519.4123618,147.1379832,Scale Up,High Memory Usage,LSTM,2.719232814,62.67412403,20.01104684,52.59736855,Scale Up,89.19777706,Predictive,63.35526052,0.008399705,Tanh,MSE,95
147,68.75632535,22.11943337,779.8044758,845.326439,Scale Down,High CPU Usage,GAN,4.008229128,97.07000754,23.57802743,81.56200575,No Action,33.53807706,Reactive,97.28220303,0.002717664,Sigmoid,Cross-Entropy,93
148,35.11865109,3.2085123,407.1192877,596.6934755,No Action,High Network Traffic,CNN,4.316105848,61.75504885,7.227453321,97.21588168,No Action,23.89158148,Predictive,82.78759855,0.008411171,Tanh,Cross-Entropy,53
149,91.17873544,93.87523416,722.6470963,109.9622573,No Action,High Network Traffic,LSTM,9.354169769,83.91791654,95.81300032,0.911524437,Scale Down,97.37973589,Threshold-based,93.60211681,0.003754909,Sigmoid,MSE,2
150,38.38029195,68.60854429,219.8647846,906.2004626,Scale Down,High Memory Usage,GAN,23.65647882,85.3818343,47.3406619,93.52805994,No Action,2.219445236,Reactive,44.74142182,0.003899188,Sigmoid,MAE,54
151,52.49028097,73.96087921,456.8660296,90.09307641,No Action,High Network Traffic,GAN,22.60391062,77.36084527,67.04278136,8.456880305,Scale Down,61.28819708,Predictive,31.89117974,0.004333243,Tanh,MSE,5
152,90.30895169,25.78145182,333.9275808,713.4537067,Scale Up,High Network Traffic,CNN,15.80800441,81.17727084,8.028512765,95.11171651,No Action,45.1507493,Predictive,95.76633744,0.006208175,Leaky ReLU,Cross-Entropy,6
153,69.58905516,83.74774515,588.8967784,902.3944445,Scale Down,High Network Traffic,CNN,11.56090879,89.65509191,37.95519968,57.62414815,Scale Up,71.78235577,Threshold-based,65.39917568,0.004891987,ReLU,MSE,18
154,63.29844221,81.75881356,95.62030344,514.1877655,No Action,High Network Traffic,RNN,19.68491643,61.3888524,50.97590964,56.12749082,No Action,84.40858999,Reactive,83.82313991,0.006565083,Sigmoid,Cross-Entropy,90
155,37.12126669,35.44385855,753.103447,160.8961047,No Action,High Memory Usage,RNN,14.64157105,58.21062002,30.06562557,32.26929819,No Action,52.80340023,Reactive,49.9084374,0.006920545,Tanh,MSE,28
156,16.60010348,37.77988807,21.71416389,411.9822443,No Action,High Network Traffic,GAN,10.22396077,61.82757766,29.87966748,45.62095544,Scale Up,29.21550505,Threshold-based,27.23091021,0.008019217,Leaky ReLU,MAE,92
157,66.17965794,4.352277714,299.0858957,658.9650506,No Action,High Memory Usage,LSTM,9.794692215,76.609598,79.99168544,97.95922225,No Action,37.05409328,Predictive,35.5503567,0.0018882,ReLU,Cross-Entropy,84
158,10.28960716,40.07514102,802.9654911,656.3344756,No Action,High CPU Usage,RNN,13.4779748,57.42667404,98.17111447,98.90981377,Scale Up,12.28919906,Predictive,73.64155938,0.009000607,ReLU,Cross-Entropy,62
159,78.70428598,68.26548692,26.4267363,852.2806922,Scale Down,High CPU Usage,GAN,4.169091069,90.36003813,84.16200407,85.49593581,Scale Up,85.36203153,Predictive,6.35974142,0.003515592,Leaky ReLU,MAE,7
160,99.66333195,65.37284525,189.12154,105.410554,No Action,High CPU Usage,LSTM,19.25371199,66.77244729,39.11706767,94.32748653,Scale Down,21.70041165,Reactive,45.31764115,0.003423085,Leaky ReLU,Cross-Entropy,53
161,65.50895032,26.59090893,686.4952741,345.1975783,No Action,High CPU Usage,RNN,9.552480473,83.72974351,7.097256774,88.39223333,No Action,57.18875667,Threshold-based,15.70962662,0.009411188,Sigmoid,MSE,70
162,51.60288218,29.76673081,256.1463732,517.7049155,Scale Up,High Memory Usage,CNN,2.345250625,81.17474619,19.17116905,97.07525246,Scale Up,24.48601973,Threshold-based,49.24650805,0.005028048,Leaky ReLU,MAE,27
163,33.85473881,3.676923758,311.1050772,159.1256317,Scale Down,High CPU Usage,GAN,12.6543453,79.49659989,71.72831511,39.52052546,Scale Down,34.57380254,Threshold-based,17.44422272,0.004265432,Tanh,MSE,71
164,54.14387192,73.97412768,643.5125471,209.1469181,Scale Down,High Memory Usage,CNN,23.46996131,75.24461808,47.78354437,94.17465913,No Action,91.48979911,Threshold-based,18.52046661,0.009331039,Tanh,MSE,5
165,22.08168047,11.34740406,174.218778,748.3559884,Scale Down,High Network Traffic,GAN,21.46237671,78.80422419,55.15226856,8.467507396,Scale Up,11.76583778,Reactive,22.92759954,0.001232058,ReLU,MAE,34
166,83.14299378,27.80137815,450.4609101,69.90658401,Scale Up,High Network Traffic,LSTM,15.51396459,61.63907427,65.78815551,18.02466939,Scale Down,26.6582143,Reactive,26.99514205,0.006697794,Sigmoid,MAE,55
167,57.88626242,68.50105218,266.8354486,915.16081,No Action,High CPU Usage,CNN,23.35401472,98.95717724,19.21399782,37.58245811,No Action,14.16584908,Threshold-based,88.70616292,0.00102286,Tanh,Cross-Entropy,8
168,81.99598501,35.78070492,897.356411,292.399925,Scale Down,High CPU Usage,CNN,9.634727252,68.12226714,63.39154262,48.99664179,Scale Down,8.233122437,Predictive,36.52640512,0.009210898,ReLU,Cross-Entropy,50
169,83.01319512,25.50340044,431.2959853,160.015007,Scale Down,High Memory Usage,GAN,17.81575561,60.64416042,19.49568109,81.28696373,No Action,72.19313544,Predictive,54.89984957,0.007336088,Leaky ReLU,MSE,12
170,34.45815098,61.82135092,337.4797993,799.7291311,No Action,High Network Traffic,RNN,4.021648909,82.70502311,70.19676913,20.75425494,Scale Up,93.12583298,Predictive,39.09205721,0.00684232,Tanh,MSE,90
171,28.58518758,76.23013724,662.352443,893.3012883,Scale Up,High Network Traffic,CNN,5.776985509,72.21035622,17.35353102,37.67436885,Scale Down,32.86313097,Reactive,77.60982678,0.009004009,Sigmoid,Cross-Entropy,24
172,47.77073308,16.16183982,969.298516,834.2067624,Scale Up,High CPU Usage,GAN,11.06640366,80.98756365,81.52540687,91.30338534,No Action,29.01970313,Threshold-based,87.79702895,0.009257995,Tanh,Cross-Entropy,76
173,19.19674917,74.10752815,338.2632287,215.3595612,Scale Up,High Network Traffic,GAN,8.71879389,79.04322332,55.25471421,41.66246814,Scale Up,5.173889102,Reactive,58.39218733,0.003216883,Sigmoid,MSE,63
174,51.66457414,82.32473009,22.57765404,683.6244872,Scale Down,High Network Traffic,LSTM,21.33884256,73.68223236,50.56933057,94.19243542,Scale Up,84.35291227,Reactive,54.97963004,0.008564793,ReLU,MAE,99
175,8.158129063,86.37987876,735.105337,783.0256863,No Action,High Network Traffic,GAN,7.819421936,79.42632818,94.60390969,10.27880583,Scale Up,90.54626414,Predictive,14.27837689,0.007968577,Sigmoid,MSE,59
176,0.754733275,71.28063091,558.7833588,556.5855675,No Action,High Network Traffic,RNN,12.70534842,59.30312789,77.22122286,12.31763586,No Action,86.80011791,Reactive,28.38668355,0.001297456,ReLU,Cross-Entropy,54
177,30.13270304,97.80371257,958.6424228,148.4880337,Scale Down,High Network Traffic,CNN,2.403046546,82.38536932,20.21676377,29.74327927,No Action,36.88624251,Predictive,62.86039575,0.005573286,ReLU,Cross-Entropy,56
178,51.60357241,87.03872606,407.1430539,6.192932734,Scale Up,High Memory Usage,CNN,22.10567651,96.76345015,73.08959288,38.33621738,No Action,14.48393959,Predictive,75.79619319,0.003555346,ReLU,MAE,1
179,51.36454603,38.76344196,826.6222003,613.0991265,No Action,High Memory Usage,GAN,16.87865162,65.68726946,64.45202459,42.79394819,No Action,54.09483732,Reactive,40.66588254,0.004810106,ReLU,MSE,3
180,79.25160013,80.19509259,769.7581329,20.83870814,Scale Up,High Memory Usage,RNN,15.95143534,86.37088042,45.46037051,61.14601013,Scale Up,90.67472157,Reactive,84.38197496,0.002294959,Tanh,Cross-Entropy,10
181,1.840261776,40.67427934,469.0319356,272.0269536,No Action,High CPU Usage,CNN,13.5720679,95.25005429,92.93170986,8.665264241,No Action,82.35969155,Threshold-based,12.24384854,0.008740978,Sigmoid,MSE,49
182,80.97461659,7.579478882,238.9707229,325.7519864,No Action,High Network Traffic,GAN,15.93727326,62.49813911,23.16163129,30.3828728,No Action,4.490296275,Reactive,80.00245403,0.005009094,Leaky ReLU,MAE,60
183,65.4247503,56.83558936,827.2201863,568.2003979,No Action,High CPU Usage,CNN,11.84012358,75.26314613,85.64058515,16.17440301,Scale Down,26.08975139,Predictive,25.83256956,0.008122059,Leaky ReLU,MAE,8
184,28.73999895,26.57389951,845.4087139,23.73692664,No Action,High CPU Usage,RNN,23.36979814,77.30600182,28.54807416,58.51099101,Scale Up,33.52691369,Threshold-based,57.56613836,0.003950413,Leaky ReLU,MSE,27
185,46.38067305,84.61733037,262.5118985,230.5477245,Scale Up,High CPU Usage,RNN,15.66607438,74.12742266,65.60373506,60.9125315,No Action,27.17217116,Reactive,12.30721505,0.00728615,ReLU,Cross-Entropy,9
186,94.09973766,53.89615316,79.0010044,997.3229349,Scale Down,High CPU Usage,CNN,12.10362885,84.18686836,7.416247011,7.346377215,No Action,21.97756876,Reactive,86.59724578,0.002892253,ReLU,MAE,72
187,79.05758398,35.31506563,298.8386112,988.1664218,Scale Down,High Network Traffic,CNN,22.53576614,62.48038523,36.92182559,41.20127977,Scale Up,74.50665385,Predictive,1.946947347,0.003448604,Sigmoid,MAE,45
188,23.54675225,42.98245466,714.7483737,529.7003684,No Action,High Memory Usage,CNN,12.05735619,51.56133982,26.69926856,43.14349735,Scale Up,81.49539554,Threshold-based,19.27674023,0.005404377,Sigmoid,MAE,57
189,66.45621056,73.64781589,939.1277613,69.01739563,Scale Up,High CPU Usage,CNN,21.80034678,63.41057999,1.640051763,41.95171539,Scale Up,80.10023024,Threshold-based,87.91552358,0.004974304,Leaky ReLU,MSE,41
190,33.2175956,46.21560595,146.5002536,45.01967444,Scale Up,High Network Traffic,CNN,4.582464404,60.04847519,77.12463989,45.18454203,Scale Up,2.726876211,Threshold-based,23.87622063,0.00118132,Sigmoid,MAE,27
191,10.98507715,87.10062201,42.02192886,866.0377508,Scale Down,High Memory Usage,LSTM,4.73216597,66.7879366,20.99323501,31.44477126,No Action,35.44471996,Threshold-based,56.98057639,0.001723178,ReLU,MAE,20
192,26.07449161,33.72214884,64.1983433,990.5741767,No Action,High Network Traffic,RNN,4.871393378,91.03338559,51.32095463,72.45167966,Scale Up,90.99231084,Reactive,69.43394488,0.005395768,Sigmoid,MSE,42
193,68.19042092,74.76316887,999.6200904,313.4247766,No Action,High CPU Usage,LSTM,15.23919316,97.42084422,30.33098649,35.57472727,No Action,27.73841157,Reactive,78.45562212,0.003899756,Leaky ReLU,MSE,7
194,30.81741589,48.26511352,359.1108621,261.7693602,No Action,High Memory Usage,CNN,19.37606785,96.08088936,92.57821064,95.39687401,Scale Down,20.00924676,Predictive,78.87679911,0.008081656,ReLU,MSE,41
195,68.43503231,11.88157503,904.4500233,306.6338437,No Action,High CPU Usage,GAN,9.531451925,50.93542347,21.94860809,96.21414442,Scale Up,58.95446702,Predictive,49.31683026,0.004316748,Leaky ReLU,Cross-Entropy,83
196,40.60430972,70.64635147,521.9945784,725.6563103,No Action,High Memory Usage,CNN,18.07023474,58.53067261,48.38572293,89.12385492,No Action,72.6792846,Predictive,85.53413899,0.006143731,ReLU,Cross-Entropy,25
197,7.97192338,48.35635132,323.194519,901.04784,Scale Down,High Network Traffic,RNN,11.19123037,73.3724716,21.29392664,28.04304804,No Action,31.34399152,Predictive,30.16900551,0.001503089,ReLU,MAE,58
198,10.55941598,58.41622922,9.949755726,386.3750879,Scale Down,High Memory Usage,RNN,16.45603493,71.2839911,28.49180225,14.35479161,No Action,69.59563867,Threshold-based,76.29318898,0.00239858,Sigmoid,MSE,77
199,22.04164052,96.06049742,754.5845952,159.5037307,Scale Down,High Network Traffic,RNN,1.48113598,78.33903939,73.63098478,20.67660304,Scale Up,27.93953591,Reactive,56.57833615,0.001832006,Tanh,Cross-Entropy,92
200,78.92723216,89.54300826,381.364775,459.1930488,Scale Up,High CPU Usage,GAN,2.07850332,90.8908395,20.37615323,60.01734648,No Action,75.14878135,Predictive,12.26760977,0.007758118,ReLU,Cross-Entropy,45
201,98.75798952,50.52229055,158.8008849,493.7063756,No Action,High CPU Usage,GAN,11.2919996,52.09749618,43.62679686,55.93250046,No Action,17.79348257,Reactive,82.32683866,0.003804743,Tanh,Cross-Entropy,87
202,53.81832906,76.60753771,186.8489646,491.6579857,No Action,High Memory Usage,LSTM,4.743432881,85.41951348,74.1193477,23.70988072,No Action,78.49116528,Threshold-based,91.98184856,0.008332289,Leaky ReLU,MAE,83
203,42.20845051,68.86876949,176.8317107,332.3967866,Scale Down,High Network Traffic,CNN,17.59880611,88.08080408,19.51842062,71.85371167,Scale Down,77.34973991,Reactive,58.40028759,0.00824781,Sigmoid,MSE,43
204,20.28417639,10.38719309,445.7630702,177.1036615,Scale Up,High Network Traffic,GAN,4.020381338,64.6765136,22.63795147,87.63507058,Scale Down,70.02422405,Reactive,78.58243329,0.004562732,Tanh,MAE,41
205,65.22347193,97.55644405,416.3443643,872.3506553,No Action,High Memory Usage,GAN,5.632583893,81.8202865,73.07557474,43.49757936,Scale Down,89.24506702,Predictive,11.99670654,0.00665484,Sigmoid,Cross-Entropy,1
206,46.20400832,48.70416413,121.3056026,372.6136575,No Action,High Memory Usage,GAN,12.91422112,68.73681237,82.32299597,85.60290576,Scale Down,99.18135444,Reactive,23.29695193,0.002994598,Leaky ReLU,MAE,86
207,65.08653251,32.80440439,960.6268422,328.1637405,Scale Up,High Network Traffic,CNN,22.16722693,52.14238834,44.48295626,42.89887629,No Action,97.88378443,Reactive,6.118052908,0.001220421,ReLU,MAE,27
208,21.71337988,58.39264166,148.9438167,3.640206114,No Action,High CPU Usage,CNN,17.18135413,54.27241851,40.58425879,14.90158185,No Action,89.22092627,Predictive,5.830241141,0.009405916,Leaky ReLU,Cross-Entropy,64
209,84.14966189,48.42682258,830.5552279,502.5695011,Scale Up,High Network Traffic,RNN,12.54784328,80.21462486,69.56868223,49.23669713,No Action,43.53190387,Predictive,89.32904747,0.006201109,Sigmoid,MAE,44
210,71.18780664,28.57891255,773.6973663,67.30400085,Scale Up,High CPU Usage,RNN,1.386157982,50.66487915,99.82008918,67.38329277,Scale Up,91.90934693,Predictive,32.29748239,0.005562821,Leaky ReLU,Cross-Entropy,70
211,39.27990738,10.80523909,299.681124,241.4929412,No Action,High Network Traffic,RNN,21.41536545,70.99785412,22.9653188,79.89401595,Scale Up,41.26534693,Threshold-based,75.20201851,0.007640088,Leaky ReLU,MSE,43
212,58.59277636,97.25456269,932.4975225,233.463217,Scale Up,High Network Traffic,LSTM,9.288112565,62.63755419,41.17418253,12.92170343,Scale Down,82.19673013,Predictive,17.75785284,0.007158562,Tanh,MSE,4
213,77.23414093,50.33110315,366.0982529,509.3464852,No Action,High Network Traffic,GAN,18.79427904,86.11103759,58.11905463,13.68708419,No Action,3.351703475,Reactive,39.68199245,0.007926783,Sigmoid,Cross-Entropy,9
214,65.09386473,14.65670668,502.2883185,270.7761316,Scale Up,High CPU Usage,GAN,16.49979606,81.84651091,82.35739473,31.62762238,No Action,4.20442936,Reactive,79.21425979,0.00788462,Leaky ReLU,Cross-Entropy,22
215,64.64278984,6.570408887,356.2745247,364.5882006,No Action,High CPU Usage,LSTM,19.9492899,94.86038296,9.51113055,64.35501122,Scale Up,57.95380526,Predictive,58.53789203,0.009573199,Sigmoid,MAE,44
216,48.73245972,68.29438264,384.0643676,171.4018824,Scale Up,High CPU Usage,LSTM,4.058229055,75.06896621,57.69962012,62.68694321,Scale Up,35.52988886,Threshold-based,45.20122639,0.004907087,Leaky ReLU,Cross-Entropy,48
